# k2;k3;k4;k5;k6;k7;e;Vol;T
7.901522e-01;2.928764e-01;1.080681e+00;2.161290e-03;1.030643e-01;4.052835e+01;2.761795e+00;NaN;7.070536e+03
# /home/h1/ostrenko/lp-opt/LpOptimization/figures/a//data//Ostrenko2019-pe-cmaes-ca-sample-169.mat
7.132341e+00;1.988887e-02;1.064447e+00;4.817608e-03;3.130642e-02;1.555299e+00;2.816429e+00;NaN;5.889394e+03
# /home/h1/ostrenko/lp-opt/LpOptimization/figures/a//data//Ostrenko2019-pe-cmaes-ca-sample-117.mat
8.162311e+00;1.325045e-02;6.406804e-01;1.756123e-02;7.664704e-02;3.206584e+00;3.234157e+00;NaN;5.828518e+03
# /home/h1/ostrenko/lp-opt/LpOptimization/figures/a//data//Ostrenko2019-pe-cmaes-ca-sample-156.mat
4.435412e-01;3.827654e-01;1.993379e+00;3.293625e-03;4.153000e-02;2.964410e+01;3.368880e+00;NaN;7.169339e+03
# /home/h1/ostrenko/lp-opt/LpOptimization/figures/a//data//Ostrenko2019-pe-cmaes-ca-sample-131.mat
8.582799e+00;1.579260e-02;1.136356e+00;2.891104e-03;6.103172e-02;2.234041e+00;3.411608e+00;NaN;1.279129e+04
# /home/h1/ostrenko/lp-opt/LpOptimization/figures/a//data//Ostrenko2019-pe-cmaes-ca-sample-129.mat
9.103472e+00;1.701487e-02;9.882580e-01;3.297283e-03;7.941043e-02;2.809366e+00;3.600428e+00;NaN;7.106836e+03
# /home/h1/ostrenko/lp-opt/LpOptimization/figures/a//data//Ostrenko2019-pe-cmaes-ca-sample-150.mat
9.220424e+00;6.981820e-03;8.526450e-01;5.777411e-03;4.199821e-02;1.750736e+00;3.698454e+00;NaN;9.572066e+03
# /home/h1/ostrenko/lp-opt/LpOptimization/figures/a//data//Ostrenko2019-pe-cmaes-ca-sample-140.mat
4.284783e-01;3.792182e-01;1.275448e+00;2.356923e-03;6.589572e-02;4.822876e+01;3.756796e+00;NaN;8.508820e+03
# /home/h1/ostrenko/lp-opt/LpOptimization/figures/a//data//Ostrenko2019-pe-cmaes-ca-sample-147.mat
7.280360e+00;3.266273e-02;2.269455e+00;3.279129e-02;3.046443e-02;1.946009e+00;3.819103e+00;NaN;9.391670e+03
# /home/h1/ostrenko/lp-opt/LpOptimization/figures/a//data//Ostrenko2019-pe-cmaes-ca-sample-175.mat
