6.000000000000000000e+00,5.806000000000000000e+03,9.999000000000000000e+03,9.851000000000000000e+03
6.000000000000000000e+00,5.606000000000000000e+03,9.999000000000000000e+03,9.879000000000000000e+03
6.000000000000000000e+00,5.422000000000000000e+03,9.999000000000000000e+03,9.839000000000000000e+03
6.000000000000000000e+00,5.189000000000000000e+03,9.993000000000000000e+03,9.743000000000000000e+03
6.000000000000000000e+00,4.969000000000000000e+03,9.999000000000000000e+03,9.879000000000000000e+03
6.000000000000000000e+00,4.783000000000000000e+03,9.999000000000000000e+03,9.896000000000000000e+03
6.000000000000000000e+00,4.587000000000000000e+03,9.998000000000000000e+03,9.715000000000000000e+03
6.000000000000000000e+00,4.434000000000000000e+03,9.999000000000000000e+03,9.966000000000000000e+03
6.000000000000000000e+00,4.308000000000000000e+03,9.999000000000000000e+03,9.964000000000000000e+03
6.000000000000000000e+00,4.199000000000000000e+03,9.997000000000000000e+03,9.899000000000000000e+03
6.000000000000000000e+00,3.987000000000000000e+03,9.999000000000000000e+03,9.932000000000000000e+03
6.000000000000000000e+00,3.823000000000000000e+03,9.999000000000000000e+03,9.893000000000000000e+03
6.000000000000000000e+00,3.622000000000000000e+03,9.999000000000000000e+03,9.970000000000000000e+03
6.000000000000000000e+00,3.493000000000000000e+03,9.999000000000000000e+03,9.930000000000000000e+03
6.000000000000000000e+00,3.316000000000000000e+03,9.999000000000000000e+03,9.971000000000000000e+03
6.000000000000000000e+00,3.095000000000000000e+03,9.997000000000000000e+03,9.803000000000000000e+03
6.000000000000000000e+00,2.974000000000000000e+03,9.999000000000000000e+03,9.832000000000000000e+03
6.000000000000000000e+00,2.879000000000000000e+03,9.999000000000000000e+03,9.867000000000000000e+03
6.000000000000000000e+00,4.406000000000000000e+03,9.999000000000000000e+03,7.557000000000000000e+03
6.000000000000000000e+00,3.956000000000000000e+03,9.999000000000000000e+03,8.196000000000000000e+03
6.000000000000000000e+00,3.679000000000000000e+03,9.999000000000000000e+03,9.036000000000000000e+03
6.000000000000000000e+00,3.478000000000000000e+03,9.999000000000000000e+03,9.014000000000000000e+03
6.000000000000000000e+00,3.327000000000000000e+03,9.999000000000000000e+03,8.844000000000000000e+03
6.000000000000000000e+00,3.247000000000000000e+03,9.999000000000000000e+03,9.452000000000000000e+03
6.000000000000000000e+00,3.174000000000000000e+03,9.999000000000000000e+03,9.071000000000000000e+03
6.000000000000000000e+00,3.116000000000000000e+03,9.999000000000000000e+03,8.860000000000000000e+03
6.000000000000000000e+00,3.064000000000000000e+03,9.999000000000000000e+03,8.915000000000000000e+03
6.000000000000000000e+00,3.036000000000000000e+03,9.999000000000000000e+03,9.091000000000000000e+03
6.000000000000000000e+00,2.998000000000000000e+03,9.999000000000000000e+03,9.234000000000000000e+03
6.000000000000000000e+00,2.949000000000000000e+03,9.999000000000000000e+03,8.402000000000000000e+03
6.000000000000000000e+00,2.940000000000000000e+03,9.999000000000000000e+03,9.116000000000000000e+03
6.000000000000000000e+00,2.948000000000000000e+03,9.999000000000000000e+03,9.329000000000000000e+03
6.000000000000000000e+00,2.986000000000000000e+03,9.999000000000000000e+03,9.446000000000000000e+03
6.000000000000000000e+00,2.974000000000000000e+03,9.999000000000000000e+03,9.105000000000000000e+03
6.000000000000000000e+00,2.987000000000000000e+03,9.999000000000000000e+03,9.169000000000000000e+03
6.000000000000000000e+00,2.991000000000000000e+03,9.992000000000000000e+03,9.343000000000000000e+03
6.000000000000000000e+00,2.968000000000000000e+03,9.999000000000000000e+03,9.114000000000000000e+03
6.000000000000000000e+00,2.958000000000000000e+03,9.999000000000000000e+03,8.426000000000000000e+03
6.000000000000000000e+00,2.949000000000000000e+03,9.999000000000000000e+03,9.105000000000000000e+03
6.000000000000000000e+00,2.950000000000000000e+03,9.999000000000000000e+03,9.326000000000000000e+03
6.000000000000000000e+00,2.951000000000000000e+03,9.999000000000000000e+03,9.085000000000000000e+03
6.000000000000000000e+00,2.957000000000000000e+03,9.995000000000000000e+03,9.341000000000000000e+03
6.000000000000000000e+00,2.946000000000000000e+03,9.998000000000000000e+03,9.365000000000000000e+03
6.000000000000000000e+00,2.963000000000000000e+03,9.999000000000000000e+03,9.281000000000000000e+03
6.000000000000000000e+00,2.946000000000000000e+03,9.999000000000000000e+03,9.296000000000000000e+03
6.000000000000000000e+00,2.946000000000000000e+03,9.999000000000000000e+03,9.183000000000000000e+03
6.000000000000000000e+00,2.947000000000000000e+03,9.999000000000000000e+03,9.225000000000000000e+03
6.000000000000000000e+00,2.945000000000000000e+03,9.999000000000000000e+03,9.638000000000000000e+03
6.000000000000000000e+00,2.929000000000000000e+03,9.999000000000000000e+03,9.106000000000000000e+03
6.000000000000000000e+00,2.933000000000000000e+03,9.999000000000000000e+03,8.963000000000000000e+03
6.000000000000000000e+00,2.902000000000000000e+03,9.999000000000000000e+03,8.601000000000000000e+03
6.000000000000000000e+00,2.875000000000000000e+03,9.998000000000000000e+03,9.518000000000000000e+03
6.000000000000000000e+00,2.874000000000000000e+03,9.999000000000000000e+03,9.159000000000000000e+03
6.000000000000000000e+00,2.853000000000000000e+03,9.999000000000000000e+03,9.056000000000000000e+03
6.000000000000000000e+00,2.858000000000000000e+03,9.999000000000000000e+03,9.680000000000000000e+03
6.000000000000000000e+00,2.849000000000000000e+03,9.999000000000000000e+03,8.602000000000000000e+03
6.000000000000000000e+00,2.874000000000000000e+03,9.999000000000000000e+03,9.526000000000000000e+03
6.000000000000000000e+00,2.877000000000000000e+03,9.999000000000000000e+03,9.106000000000000000e+03
6.000000000000000000e+00,2.876000000000000000e+03,9.999000000000000000e+03,9.279000000000000000e+03
6.000000000000000000e+00,2.876000000000000000e+03,9.998000000000000000e+03,9.117000000000000000e+03
6.000000000000000000e+00,2.877000000000000000e+03,9.999000000000000000e+03,9.377000000000000000e+03
6.000000000000000000e+00,2.878000000000000000e+03,9.999000000000000000e+03,9.153000000000000000e+03
6.000000000000000000e+00,2.879000000000000000e+03,9.999000000000000000e+03,9.415000000000000000e+03
6.000000000000000000e+00,2.877000000000000000e+03,9.999000000000000000e+03,9.183000000000000000e+03
6.000000000000000000e+00,2.874000000000000000e+03,9.999000000000000000e+03,9.106000000000000000e+03
6.000000000000000000e+00,2.850000000000000000e+03,9.997000000000000000e+03,9.357000000000000000e+03
6.000000000000000000e+00,2.852000000000000000e+03,9.999000000000000000e+03,9.637000000000000000e+03
6.000000000000000000e+00,4.720000000000000000e+02,9.995000000000000000e+03,9.777000000000000000e+03
6.000000000000000000e+00,4.820000000000000000e+02,9.999000000000000000e+03,9.983000000000000000e+03
6.000000000000000000e+00,4.880000000000000000e+02,9.997000000000000000e+03,9.898000000000000000e+03
6.000000000000000000e+00,4.840000000000000000e+02,9.999000000000000000e+03,9.761000000000000000e+03
6.000000000000000000e+00,4.880000000000000000e+02,9.999000000000000000e+03,9.707000000000000000e+03
6.000000000000000000e+00,4.800000000000000000e+02,9.997000000000000000e+03,9.803000000000000000e+03
6.000000000000000000e+00,4.820000000000000000e+02,9.999000000000000000e+03,9.962000000000000000e+03
6.000000000000000000e+00,4.900000000000000000e+02,9.999000000000000000e+03,9.979000000000000000e+03
6.000000000000000000e+00,4.860000000000000000e+02,9.999000000000000000e+03,9.983000000000000000e+03
6.000000000000000000e+00,4.840000000000000000e+02,9.999000000000000000e+03,9.903000000000000000e+03
6.000000000000000000e+00,4.840000000000000000e+02,9.999000000000000000e+03,9.884000000000000000e+03
6.000000000000000000e+00,4.600000000000000000e+02,9.993000000000000000e+03,9.738000000000000000e+03
6.000000000000000000e+00,4.580000000000000000e+02,9.997000000000000000e+03,9.897000000000000000e+03
6.000000000000000000e+00,4.660000000000000000e+02,9.999000000000000000e+03,9.984000000000000000e+03
6.000000000000000000e+00,4.780000000000000000e+02,9.999000000000000000e+03,9.944000000000000000e+03
6.000000000000000000e+00,4.820000000000000000e+02,9.999000000000000000e+03,9.870000000000000000e+03
6.000000000000000000e+00,4.940000000000000000e+02,9.999000000000000000e+03,9.911000000000000000e+03
6.000000000000000000e+00,5.120000000000000000e+02,9.999000000000000000e+03,9.953000000000000000e+03
6.000000000000000000e+00,5.140000000000000000e+02,9.999000000000000000e+03,9.974000000000000000e+03
6.000000000000000000e+00,5.020000000000000000e+02,9.999000000000000000e+03,9.953000000000000000e+03
6.000000000000000000e+00,4.920000000000000000e+02,9.999000000000000000e+03,9.792000000000000000e+03
2.000000000000000000e+00,4.800000000000000000e+02,9.999000000000000000e+03,9.878000000000000000e+03
2.000000000000000000e+00,4.940000000000000000e+02,9.999000000000000000e+03,9.974000000000000000e+03
2.000000000000000000e+00,4.900000000000000000e+02,9.999000000000000000e+03,9.827000000000000000e+03
0.000000000000000000e+00,4.840000000000000000e+02,9.999000000000000000e+03,9.935000000000000000e+03
0.000000000000000000e+00,4.860000000000000000e+02,9.999000000000000000e+03,9.948000000000000000e+03
0.000000000000000000e+00,4.960000000000000000e+02,9.999000000000000000e+03,9.928000000000000000e+03
0.000000000000000000e+00,4.880000000000000000e+02,9.999000000000000000e+03,9.971000000000000000e+03
0.000000000000000000e+00,5.060000000000000000e+02,9.999000000000000000e+03,9.822000000000000000e+03
0.000000000000000000e+00,5.020000000000000000e+02,9.999000000000000000e+03,9.944000000000000000e+03
0.000000000000000000e+00,5.120000000000000000e+02,9.999000000000000000e+03,9.911000000000000000e+03
